index,id,type,name_en,name_zh,mana,max_uses,price,spawn_level,spawn_probability,related_projectiles,custom_xml_file,never_unlimited,custom_uses_logic,description_en,description_zh,action_summary,action_body_lines
189,NOLLA,ACTION_TYPE_MODIFIER,Nolla,零时,1,150,50,"2,4,5,6,10","0.2,0.2,0.5,0.5,1",,,,,The duration of a projectile is set to zero,投射物的持续时间变为零,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 15 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/nolla.xml,""",3
190,SLOW_BUT_STEADY,ACTION_TYPE_MODIFIER,Slow But Steady,缓慢但坚定,0,,50,"3,4,5,6,10","0.1,0.2,0.6,0.6,0.4",,,,,The reload time of the wand is set to exactly 1.5 seconds,魔杖的装填时间设定为 1.5 秒整,"额外抽取: 1, true",3
191,EXPLOSION_REMOVE,ACTION_TYPE_MODIFIER,Remove Explosion,移除爆炸,0,150,50,"2,4,5,6","0.2,0.6,0.7,0.2",,,,,Makes a projectile no longer explode,让某个投射物不再会爆炸,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 15; c.explosion_radius -= 30.0; c.damage_explosion_add -= 0.8 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/explosion_remove.xml,""",5
192,EXPLOSION_TINY,ACTION_TYPE_MODIFIER,Concentrated Explosion,聚爆,40,150,160,"2,4,5,6","0.2,0.6,0.7,0.2",,,,,Limits the radius of a projectile's explosion heavily,强力限制投射物的爆炸半径,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 15; c.explosion_radius -= 30.0; c.damage_explosion_add += 0.8 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/explosion_tiny.xml,""",5
193,LASER_EMITTER_WIDER,ACTION_TYPE_MODIFIER,Plasma Beam Enhancer,电浆束增强器,10,120,40,"2,3,4","0.3,0.3,0.4",,,,,Makes plasma beam spell's beam wider,令电浆束法术的光束更宽,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/laser_emitter_wider.xml,""",2
194,MANA_REDUCE,ACTION_TYPE_MODIFIER,Add mana,额外法力,-30,150,250,"1,2,3,4,5,6","0.7,0.9,1,1,1,1",,data/entities/misc/custom_cards/mana_reduce.xml,,,Adds 30 mana to the wand,向魔杖增加 30 法力,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 10",2
195,BLOOD_MAGIC,ACTION_TYPE_UTILITY,Blood magic,血液魔法,-100,,150,"5,6,10","0.3,0.7,0.5",,data/entities/misc/custom_cards/blood_magic.xml,,,"Reduces a spell's mana cost and recharge time greatly, at the costs of four health points",以 4 点生命值为代价，大幅削减法术的法力消耗和充能时间,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 20; current_reload_time -= 20 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/blood_sparks.xml,""",16
196,MONEY_MAGIC,ACTION_TYPE_UTILITY,Gold to Power,黄金变力量,30,,200,"3,5,6,10","0.2,0.8,0.3,0.5",,data/entities/misc/custom_cards/money_magic.xml,,,Spends 5% of your current gold and adds damage to a projectile proportional to the amount spent,花费当前黄金的 5%，并根据所消耗的金额，为一个投射物增加伤害,"额外抽取: 1, true | 状态修正: c.damage_projectile_add += ( damage / 25 ); c.damage_projectile_add += ( damage / 35 ); c.damage_projectile_add += ( damage / 45 ); c.damage_projectile_add += ( damage / 55 ) | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/gold_sparks.xml,""",34
197,BLOOD_TO_POWER,ACTION_TYPE_UTILITY,Blood to Power,血液变力量,20,,150,"2,5,6,10","0.2,0.8,0.2,0.5",,data/entities/misc/custom_cards/blood_to_power.xml,,,A projectile gains additional damage at the cost of 20% of your health,一个投射物以你生命值的 20% 为代价获得额外伤害,"额外抽取: 1, true | 状态修正: c.damage_projectile_add += damage | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/blood_sparks.xml,""",21
198,DUPLICATE,ACTION_TYPE_OTHER,Spell duplication,法术复制,250,,250,"5,6,10","0.1,0.2,1",,,,,Duplicates every spell cast before it,复制在之后施放的每个法术,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 20; current_reload_time += 20",13
199,QUANTUM_SPLIT,ACTION_TYPE_MODIFIER,Quantum Split,量子分割,10,,200,"2,3,4,5,6","0.5,0.6,0.5,0.5,1",,,,,Makes a projectile split into three projectiles whose existences are entangled,令一个投射物分裂为三个投射物，其存在处于纠缠状态,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 5 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/quantum_split.xml,""",3
200,GRAVITY,ACTION_TYPE_MODIFIER,Gravity,重力,1,100,50,"2,3,4,5,6","0.5,0.4,0.4,0.3,0.3",,,,,Increases the effect gravity has on a projectile,提高作用于投射物的重力,"额外抽取: 1, true | 状态修正: c.gravity += 600.0",2
201,GRAVITY_ANTI,ACTION_TYPE_MODIFIER,Anti-gravity,反重力,1,100,50,"2,3,4,5,6","0.5,0.4,0.4,0.3,0.3",,,,,Applies a lifting force to a projectile,对投射物施加向上的力,"额外抽取: 1, true | 状态修正: c.gravity -= 600.0",2
202,SINEWAVE,ACTION_TYPE_MODIFIER,Slithering path,蛇行,0,150,10,"2,4,6","0.4,0.55,0.4",,,,,"Makes a projectile move rapidly in a slithering manner, like a snake",令投射物像蛇一样在空气中高速穿行,"额外抽取: 1, true | 状态修正: c.speed_multiplier *= 2 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/sinewave.xml,""",10
203,CHAOTIC_ARC,ACTION_TYPE_MODIFIER,Chaotic path,混乱之路,0,150,10,"1,3,5","0.4,0.55,0.4",,,,,Causes a projectile to chaotically fly wherever it wishes,令投射物混乱地随意飞行,"额外抽取: 1, true | 状态修正: c.speed_multiplier *= 2 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/chaotic_arc.xml,""",10
204,PINGPONG_PATH,ACTION_TYPE_MODIFIER,Ping-pong path,乒乓回弹,0,150,20,"1,3,5","0.4,0.5,0.4",,,,,Makes a projectile fly back and forth,令投射物前后飞行,"额外抽取: 1, true | 状态修正: c.lifetime_add += 25 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/pingpong_path.xml,""",3
205,AVOIDING_ARC,ACTION_TYPE_MODIFIER,Avoiding arc,规避弧度,0,150,30,"2,4,6","0.5,0.4,0.4",,,,,Makes a projectile shy away from obstacles,令投射物回避障碍物,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 10 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/avoiding_arc.xml,""",3
206,FLOATING_ARC,ACTION_TYPE_MODIFIER,Floating arc,悬浮弧度,0,150,30,"1,3,5","0.4,0.4,0.5",,,,,Makes a projectile float above the ground,令投射物在地面之上悬浮,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 10 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/floating_arc.xml,""",3
207,FLY_DOWNWARDS,ACTION_TYPE_MODIFIER,Fly downwards,向下飞行,0,150,30,"1,3,5","0.3,0.45,0.3",,,,,Causes a projectile to aim straight downwards a short time after casting,释放后，投射物在短时间后向下直直射去,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 8; c.speed_multiplier *= 1.2 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/fly_downwards.xml,""",4
208,FLY_UPWARDS,ACTION_TYPE_MODIFIER,Fly upwards,向上飞行,0,150,20,"2,4,6","0.3,0.45,0.3",,,,,Causes a projectile to aim straight upwards a short time after casting,释放后，投射物在短时间后向上直直射去,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 8; c.speed_multiplier *= 1.2 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/fly_upwards.xml,""",4
209,HORIZONTAL_ARC,ACTION_TYPE_MODIFIER,Horizontal path,水平路径,0,150,20,"1,3,5","0.4,0.4,0.4",,,,,"Forces a projectile on a horizontal path, but increases its damage",强制投射物以水平路径行进，但会增加其伤害,"额外抽取: 1, true | 状态修正: c.damage_projectile_add += 0.3; c.fire_rate_wait -= 6 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/horizontal_arc.xml,""",4
210,LINE_ARC,ACTION_TYPE_MODIFIER,Linear arc,线性弧,0,150,30,"1,3,5","0.3,0.4,0.5",,,,,Makes a projectile fly only in cardinal or diagonal lines,令投射物仅能以横竖和对角线飞行,"额外抽取: 1, true | 状态修正: c.damage_projectile_add += 0.2; c.fire_rate_wait -= 4 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/line_arc.xml,""",4
211,ORBIT_SHOT,ACTION_TYPE_MODIFIER,Orbiting Arc,盘旋魔弹,0,150,30,"1,2,3,4","0.2,0.4,0.4,0.3",,,,,A projectile orbits the point of its origin,围绕原点盘旋的一个投射物,"额外抽取: 1, true | 状态修正: c.damage_projectile_add += 0.1; c.fire_rate_wait -= 6; c.lifetime_add += 25 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/spiraling_shot.xml,""",5
212,SPIRALING_SHOT,ACTION_TYPE_MODIFIER,Spiral Arc,螺旋魔弹,0,150,30,"1,2,3,4","0.2,0.3,0.4,0.5",,,,,A projectile flies in a spiralling pattern,以螺旋形式飞出的投射物,"额外抽取: 1, true | 状态修正: c.damage_projectile_add += 0.1; c.fire_rate_wait -= 6; c.lifetime_add += 50 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/orbit_shot.xml,""",5
213,PHASING_ARC,ACTION_TYPE_MODIFIER,Phasing Arc,相位弧度,2,150,170,"2,3,4,5","0.2,0.3,0.6,0.1",,,,,"Makes a projectile fly much slower, but teleport short distances over its flight",令一个投射物的飞行速度大幅减慢，但在飞行过程中会短距离传送,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 12; c.lifetime_add += 80; c.speed_multiplier *= 0.33; c.child_speed_multiplier *= 0.33 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/phasing_arc.xml,""",12
214,TRUE_ORBIT,ACTION_TYPE_MODIFIER,True Orbit,真实环绕,2,150,40,"2,3,4","0.2,0.3,0.4",,,,,Makes a projectile rotate around the caster like an orbiting planet,令投射物像绕轨道运行的行星一样绕施法者旋转,"额外抽取: 1, true | 状态修正: c.damage_projectile_add += 0.1; c.fire_rate_wait -= 20; c.lifetime_add += 80 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/true_orbit.xml,""",5
215,BOUNCE,ACTION_TYPE_MODIFIER,Bounce,弹跳,0,150,50,"2,3,4,6","1,1,0.4,0.2",,,,,Makes a projectile bounce on impact,令投射物在接触时弹跳,"额外抽取: 1, true | 状态修正: c.bounces += 10",2
216,REMOVE_BOUNCE,ACTION_TYPE_MODIFIER,Remove Bounce,移除弹跳,0,150,50,"2,3,4,5","0.2,0.2,1,1",,,,,A normally bouncy projectile stops doing so,通常会弹跳的投射物不再会弹跳,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/remove_bounce.xml,""; c.bounces = 0",3
217,HOMING,ACTION_TYPE_MODIFIER,Homing,追踪,70,100,220,"1,2,3,4,5,6","0.1,0.4,0.4,0.4,0.4,0.4",,,,,Makes a projectile accelerate towards your foes,令投射物向你的敌人加速扑去,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/homing.xml,data/entities/particles/tinyspark_white.xml,""",2
218,ANTI_HOMING,ACTION_TYPE_MODIFIER,Anti Homing,反追踪,1,100,110,"1,2,3,4,5,6","0.05,0.3,0.3,0.1,0.1,0.01",,,,,Makes a projectile accelerate away from your foes,令投射物加速离开你的敌人,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 20 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/anti_homing.xml,data/entities/particles/tinyspark_white.xml,""",3
219,HOMING_WAND,ACTION_TYPE_MODIFIER,Wand Homing,魔杖追踪,200,100,500,"1,2,4,5,6,10","0.00001,0.08,0.08,0.25,0.25,0.2",,,,,Makes a projectile accelerate towards wands,令投射物向魔杖加速扑去,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/homing_wand.xml,data/entities/particles/tinyspark_white.xml,""",2
220,HOMING_SHORT,ACTION_TYPE_MODIFIER,Short-range Homing,短距离追踪,40,100,160,"1,2,3,4,5,6","0.4,0.8,1,0.4,0.3,0.1",,,,,A projectile flies towards targets when near them,投射物在接近目标时向目标飞去,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/homing_short.xml,data/entities/particles/tinyspark_white_weak.xml,""",2
221,HOMING_ROTATE,ACTION_TYPE_MODIFIER,Rotate towards foes,转向敌人,40,100,175,"2,3,4,5,6","0.2,0.4,0.6,0.4,0.4",,,,,Makes a projectile turn towards your foes,令投射物转向你的敌人,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/homing_rotate.xml,data/entities/particles/tinyspark_white.xml,""",2
222,HOMING_SHOOTER,ACTION_TYPE_MODIFIER,Boomerang,回旋镖,10,100,100,"2,3,4,6","0.2,0.3,0.2,0.2",,,,,Gives a projectile a path that curves towards you,令投射物飞回你自己,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/homing_shooter.xml,data/entities/particles/tinyspark_white.xml,""",2
223,AUTOAIM,ACTION_TYPE_MODIFIER,Auto-Aim,自动瞄准,25,,150,"2,3,4,5,6","0.4,0.4,0.4,0.4,0.4",,,,,Makes a projectile turns towards the nearest visible enemy,令投射物转向可视的最近敌人,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/autoaim.xml,""",2
224,HOMING_ACCELERATING,ACTION_TYPE_MODIFIER,Accelerative Homing,加速追踪,60,100,180,"1,2,3,4","0.1,0.3,0.3,0.5",,,,,A projectile homes towards enemies at an increasing pace,一个投射物以更快速度向敌人追踪而去,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/homing_accelerating.xml,data/entities/particles/tinyspark_white_small.xml,""",2
225,HOMING_CURSOR,ACTION_TYPE_MODIFIER,Aiming Arc,瞄准弧度,30,100,175,"2,3,4,5,6","0.7,0.7,0.4,0.4,1",,,,,A projectile rotates towards the direction you're aiming,向你瞄准方向旋转的投射物,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/homing_cursor.xml,data/entities/particles/tinyspark_white.xml,""",2
226,HOMING_AREA,ACTION_TYPE_MODIFIER,Projectile Area Teleport,投射物区域传送,60,100,175,"2,3,4,5,6","0.2,0.4,0.6,0.7,0.4",,,,,"If a valid target appears somewhere in the proximity of a projectile, the projectile will teleport right on top of the target",如果在投射物附近出现有效目标，投射物会立即传送到目标的上方,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 8; c.spread_degrees += 6; c.speed_multiplier *= 0.75 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/homing_area.xml,data/entities/particles/tinyspark_white.xml,""",12
227,PIERCING_SHOT,ACTION_TYPE_MODIFIER,Piercing shot,穿刺魔弹,140,100,190,"2,3,4,5,6","0.4,0.5,0.6,0.6,0.4",,,,,"Makes a projectile fly through enemies, but harmful to the caster",令投射物能够飞行穿透敌人，但对施放者也可造成伤害,"额外抽取: 1, true | 状态修正: c.damage_projectile_add -= 0.6 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/piercing_shot.xml,""; c.friendly_fire = true",4
228,CLIPPING_SHOT,ACTION_TYPE_MODIFIER,Drilling shot,穿凿魔弹,160,100,200,"2,3,4,5,6","0.2,0.3,0.6,0.4,0.6",,,,,Gives a projectile the power to go through the ground,为投射物赋予穿透地面的力量,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 50; current_reload_time += 40 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/clipping_shot.xml,""",4
229,DAMAGE,ACTION_TYPE_MODIFIER,Damage Plus,伤害增强,5,50,140,"1,2,3,4,5","0.6,0.6,0.8,0.6,0.6",,data/entities/misc/custom_cards/damage.xml,,,Increases the damage done by a projectile,提高法术造成的伤害,"额外抽取: 1, true | 状态修正: c.damage_projectile_add += 0.4; c.gore_particles += 5; c.fire_rate_wait += 5 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/tinyspark_yellow.xml,""",6
230,DAMAGE_RANDOM,ACTION_TYPE_MODIFIER,Random damage,随机伤害,15,50,200,"3,4,5","0.7,0.6,0.6",,data/entities/misc/custom_cards/damage_random.xml,,,Randomly increases or lowers the damage done by projectiles,随机提高或降低投射物造成的伤害,"额外抽取: 1, true | 状态修正: c.gore_particles += 5 * multiplier; c.fire_rate_wait += 5 | 状态赋值: c.damage_projectile_add = result; c.extra_entities = c.extra_entities .. ""data/entities/particles/tinyspark_yellow.xml,"" | 引擎调用: SetRandomSeed(GameGetFrameNum(); Random(-3, 4); Random(0, 2)",11
231,BLOODLUST,ACTION_TYPE_MODIFIER,Bloodlust,嗜血,2,100,160,"1,3,4,5,6","0.2,0.3,0.6,0.7,0.3",,,,,"A projectile gains a hefty damage boost, but is also able to hurt you",提供极大伤害加成的投射物，但同样也会伤害到你,"额外抽取: 1, true | 状态修正: c.damage_projectile_add += 1.3; c.gore_particles += 15; c.fire_rate_wait += 8; c.spread_degrees += 6 | 状态赋值: c.friendly_fire = true; c.extra_entities = c.extra_entities .. ""data/entities/particles/tinyspark_red.xml,""",8
232,DAMAGE_FOREVER,ACTION_TYPE_MODIFIER,Mana To Damage,法力转伤害,0,20,240,"2,3,4,5,6,10","0.2,0.3,0.6,0.5,0.2,0.2",,data/entities/misc/custom_cards/damage_forever.xml,true,,"If the wand has more than 50 mana, all mana over that is converted into additional damage",如果魔杖法力超过 50，则超过的法力会转化为额外的伤害,"额外抽取: 1, true | 状态修正: c.damage_projectile_add += 0.025 * manaforspell; c.gore_particles += 15; c.fire_rate_wait += 15; current_reload_time += 10 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/tinyspark_red.xml,""",12
233,CRITICAL_HIT,ACTION_TYPE_MODIFIER,Critical Plus,暴击增强,5,50,140,"1,2,3,4,5","0.5,0.6,0.6,0.7,0.6",,data/entities/misc/custom_cards/critical_hit.xml,,,Gives a projectile +15% chance of a critical hit,令投射物造成暴击的几率 +15%,"额外抽取: 1, true | 状态修正: c.damage_critical_chance += 15",2
234,AREA_DAMAGE,ACTION_TYPE_MODIFIER,Damage field,伤害领域,30,100,140,"2,3,4,5,6","0.4,0.5,0.5,0.5,0.6",,,,,Gives a projectile an energy field that constantly deals 3.5 damage to nearby creatures,赋予投射物能量领域，对附近的生物不断造成 3.5 伤害,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/area_damage.xml,""",2
235,SPELLS_TO_POWER,ACTION_TYPE_MODIFIER,Spells to Power,法术变力量,110,20,140,"2,3,4,5,6,10","0.3,0.3,0.5,0.5,0.5,0.1",,,,,Converts any nearby projectiles cast by you into extra damage,将附近自己施放的投射物转化为额外伤害,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 40 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/spells_to_power.xml,""",3
236,ESSENCE_TO_POWER,ACTION_TYPE_MODIFIER,Essence to Power,精华变力量,110,20,120,"1,2,3,6,10","0.2,0.5,0.5,0.5,0.1",,,,,Increases a projectile's damage based on the number of creatures nearby,根据附近的生物数量，提升一个投射物的伤害,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 20 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/essence_to_power.xml,""",3
237,ZERO_DAMAGE,ACTION_TYPE_MODIFIER,Null shot,归零魔弹,5,50,50,"3,4,5,10","0.3,0.3,0.6,0.3",,,,,Increases a projectile's duration dramatically but removes all damage & explosion from it,大幅增加投射物的持续时间，但会移除其所有伤害和爆炸效果,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 5; c.lifetime_add += 280 | 状态赋值: c.damage_electricity_add = 0; c.damage_explosion_add = 0; c.damage_explosion = 0; c.damage_critical_chance = 0 ...",13
238,HEAVY_SHOT,ACTION_TYPE_MODIFIER,Heavy Shot,沉重一击,7,50,150,"2,3,4","0.4,0.4,0.5",,data/entities/misc/custom_cards/heavy_shot.xml,,,"Greatly increases the damage done by a projectile, at the cost of its speed",大幅提高法术造成的伤害，但降低其飞行速度,"额外抽取: 1, true | 状态修正: c.damage_projectile_add += 1.75; c.fire_rate_wait += 10; c.gore_particles += 10; c.speed_multiplier *= 0.3 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/heavy_shot.xml,""",14
239,LIGHT_SHOT,ACTION_TYPE_MODIFIER,Light shot,轻巧魔弹,5,50,60,"2,3,4","0.3,0.5,0.4",,data/entities/misc/custom_cards/light_shot.xml,,,"Makes a projectile move considerably faster, but deal less damage",令投射物的移动速度变得相当快，但造成的伤害较低,"额外抽取: 1, true | 状态修正: c.damage_projectile_add -= 1.0; c.explosion_radius -= 10.0; c.fire_rate_wait -= 3; c.speed_multiplier *= 7.5; c.spread_degrees -= 6 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/light_shot.xml,""",18
240,KNOCKBACK,ACTION_TYPE_MODIFIER,Knockback,击退,5,150,100,"3,5","0.7,0.6",,,,,Gives a projectile the power to knock back the foes it hits,投射物命中的敌人将被击退,"额外抽取: 1, true | 状态修正: c.knockback_force += 5",2
241,RECOIL,ACTION_TYPE_MODIFIER,Recoil,后座力,5,150,100,"2,4","0.6,0.7",,,,,Increases the recoil when casting spells,提高施放法术时的后座力,"额外抽取: 1, true",2
242,RECOIL_DAMPER,ACTION_TYPE_MODIFIER,Recoil Damper,后座阻尼器,5,150,100,"3,6","0.6,0.7",,,,,Reduces the recoil when casting spells,降低施放法术时的后座力,"额外抽取: 1, true",2
243,SPEED,ACTION_TYPE_MODIFIER,Speed Up,加速,3,100,100,"1,2,3","1,0.5,0.5",,data/entities/misc/custom_cards/speed.xml,,,Increases the speed at which a projectile flies through the air,加快投射物的飞行速度,"额外抽取: 1, true | 状态修正: c.speed_multiplier *= 2.5",9
244,ACCELERATING_SHOT,ACTION_TYPE_MODIFIER,Accelerating shot,加速魔弹,20,50,190,"2,3,4","0.5,0.4,1",,data/entities/misc/custom_cards/accelerating_shot.xml,,,Causes a projectile to accelerate as it flies,令投射物在飞行时加速,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 8; c.speed_multiplier *= 0.32 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/accelerating_shot.xml,""",12
245,DECELERATING_SHOT,ACTION_TYPE_MODIFIER,Decelerating shot,减速魔弹,10,50,80,"2,3,4","0.4,0.1,0.7",,data/entities/misc/custom_cards/decelerating_shot.xml,,,Makes a projectile decelerate as it flies,令投射物在飞行时减速,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 8; c.speed_multiplier *= 1.68 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/decelerating_shot.xml,""",12
246,EXPLOSIVE_PROJECTILE,ACTION_TYPE_MODIFIER,Explosive projectile,易爆的投射物,30,50,120,"2,3,4","1,1,0.8",,data/entities/misc/custom_cards/explosive_projectile.xml,,,Makes a projectile more destructive to the environment,令投射物对环境更具破坏性,"额外抽取: 1, true | 状态修正: c.explosion_radius += 15.0; c.damage_explosion_add += 0.2; c.fire_rate_wait += 40; c.speed_multiplier *= 0.75",13
247,CLUSTERMOD,ACTION_TYPE_MODIFIER,Clusterbolt,霰爆弹,30,50,160,"1,2,3","0.5,1,0.6",,data/entities/misc/custom_cards/clusterbomb.xml,,,Makes a projectile release a cluster of explosive bolts upon hitting a wall,使投射物在击中墙壁时释放爆炸弹群,"额外抽取: 1, true | 状态修正: c.explosion_radius += 4.0; c.damage_explosion_add += 0.2; c.fire_rate_wait += 20 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/clusterbomb.xml,""",8
248,WATER_TO_POISON,ACTION_TYPE_MODIFIER,Water to poison,化水为毒,30,50,80,"2,3,4","0.3,0.3,0.3",,,,,Makes any water within a projectile's range turns into poison,投射物范围内的所有水体变为毒液,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 10 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/water_to_poison.xml,data/entities/particles/tinyspark_purple.xml,""",3
249,BLOOD_TO_ACID,ACTION_TYPE_MODIFIER,Blood to acid,溶血为酸,30,50,80,"2,3,4","0.3,0.3,0.3",,,,,Makes any blood within a projectile's range turns into acid,投射物范围内的所有血液变为酸液,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 10 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/blood_to_acid.xml,data/entities/particles/tinyspark_red.xml,""",3
250,LAVA_TO_BLOOD,ACTION_TYPE_MODIFIER,Lava to blood,熔岩化血,30,50,80,"2,3,4","0.3,0.3,0.3",,,,,Makes any lava within a projectile's range turn into blood,投射物范围内的所有岩浆变为血液,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 10 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/lava_to_blood.xml,data/entities/particles/tinyspark_orange.xml,""",3
251,LIQUID_TO_EXPLOSION,ACTION_TYPE_MODIFIER,Liquid Detonation,液体引爆,40,50,120,"2,3,4","0.3,0.3,0.3",,,,,Converts nearby nonmagical liquids into explosive gunpowder,将附近的非魔法液体转化为爆炸性火药,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 20 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/liquid_to_explosion.xml,data/entities/particles/tinyspark_red.xml,""",3
252,TOXIC_TO_ACID,ACTION_TYPE_MODIFIER,Toxic sludge to acid,毒性淤泥酸液化,50,50,120,"2,3,4","0.3,0.3,0.3",,,,,Makes any toxic sludge within a projectile's range turn into acid,投射物范围内的所有毒性淤泥变为酸液,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 10 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/toxic_to_acid.xml,data/entities/particles/tinyspark_green.xml,""",3
253,STATIC_TO_SAND,ACTION_TYPE_MODIFIER,Ground to sand,化地为砂,70,8,140,"2,3,4,10","0.3,0.3,0.3,0.2",,,,,"Makes any hard, solid materials within a projectile's range turn into sand",投射物范围内的所有坚硬结实材料变为砂粒,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 60 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/static_to_sand.xml,data/entities/particles/tinyspark_yellow.xml,""",3
254,TRANSMUTATION,ACTION_TYPE_MODIFIER,Chaotic transmutation,混乱转化,80,8,180,"2,3,4,5,6,10","0.3,0.3,0.3,0.3,0.3,0.2",,,,,Transmutes various liquids and powdery substances within a projectile's range into something else,在投射物范围内转化各种液体和粉末物质为其他物质,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 20 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/transmutation.xml,data/entities/particles/tinyspark_purple_bright.xml,""",3
